           t           E1           E2           E3           E4
0.000000e+00 2.630096e-02 6.917407e-04 2.392610e+03 1.757351e+02
1.000000e+00 2.582216e-02 6.667840e-04 2.372321e+03 1.748699e+02
2.000000e+00 2.510837e-02 6.304302e-04 2.349749e+03 1.619240e+02
3.000000e+00 2.421340e-02 5.862886e-04 2.324724e+03 1.555031e+02
4.000000e+00 2.319580e-02 5.380454e-04 2.297368e+03 1.444681e+02
5.000000e+00 2.212171e-02 4.893699e-04 2.267319e+03 1.280478e+02
6.000000e+00 2.105426e-02 4.432820e-04 2.233855e+03 1.113338e+02
7.000000e+00 2.002361e-02 4.009451e-04 2.197078e+03 9.775496e+01
8.000000e+00 1.905252e-02 3.629986e-04 2.157615e+03 8.608742e+01
9.000000e+00 1.816231e-02 3.298694e-04 2.116114e+03 7.654211e+01
1.000000e+01 1.735834e-02 3.013119e-04 2.073404e+03 6.862033e+01
1.100000e+01 1.663515e-02 2.767281e-04 2.030242e+03 6.204544e+01
1.200000e+01 1.598025e-02 2.553685e-04 1.987284e+03 5.653200e+01
1.300000e+01 1.538106e-02 2.365770e-04 1.945232e+03 5.184886e+01
1.400000e+01 1.483038e-02 2.199400e-04 1.904566e+03 5.079183e+01
1.500000e+01 1.432826e-02 2.052990e-04 1.865668e+03 4.981247e+01
1.600000e+01 1.387246e-02 1.924452e-04 1.828296e+03 4.784471e+01
1.700000e+01 1.345253e-02 1.809706e-04 1.792175e+03 4.556889e+01
1.800000e+01 1.306315e-02 1.706459e-04 1.757081e+03 4.329599e+01
1.900000e+01 1.270183e-02 1.613364e-04 1.722879e+03 4.076895e+01
2.000000e+01 1.236465e-02 1.528846e-04 1.689529e+03 3.831457e+01
2.100000e+01 1.204953e-02 1.451913e-04 1.657008e+03 3.604265e+01
2.200000e+01 1.175377e-02 1.381511e-04 1.625091e+03 3.505352e+01
2.300000e+01 1.148177e-02 1.318311e-04 1.594073e+03 3.411591e+01
2.400000e+01 1.123288e-02 1.261776e-04 1.564100e+03 3.427542e+01
2.500000e+01 1.100700e-02 1.211541e-04 1.535049e+03 3.442165e+01
2.600000e+01 1.080067e-02 1.166544e-04 1.506822e+03 3.516056e+01
2.700000e+01 1.060754e-02 1.125200e-04 1.479496e+03 3.629774e+01
2.800000e+01 1.042264e-02 1.086315e-04 1.453146e+03 3.760939e+01
2.900000e+01 1.024235e-02 1.049058e-04 1.427595e+03 3.810931e+01
3.000000e+01 1.006522e-02 1.013086e-04 1.402583e+03 3.779459e+01
3.100000e+01 9.891231e-03 9.783646e-05 1.377937e+03 3.693060e+01
3.200000e+01 9.720737e-03 9.449272e-05 1.353623e+03 3.574721e+01
3.300000e+01 9.553713e-03 9.127344e-05 1.329690e+03 3.448170e+01
3.400000e+01 9.389279e-03 8.815856e-05 1.306233e+03 3.324263e+01
3.500000e+01 9.226041e-03 8.511983e-05 1.283338e+03 3.206262e+01
3.600000e+01 9.061671e-03 8.211388e-05 1.261029e+03 3.094569e+01
3.700000e+01 8.896126e-03 7.914106e-05 1.239312e+03 2.988845e+01
3.800000e+01 8.731561e-03 7.624016e-05 1.218167e+03 2.888647e+01
3.900000e+01 8.573337e-03 7.350211e-05 1.197575e+03 2.793555e+01
4.000000e+01 8.428055e-03 7.103211e-05 1.177572e+03 2.703189e+01
4.100000e+01 8.295810e-03 6.882046e-05 1.158138e+03 2.617205e+01
4.200000e+01 8.172504e-03 6.678983e-05 1.139239e+03 2.535293e+01
4.300000e+01 8.055970e-03 6.489865e-05 1.120867e+03 2.457168e+01
4.400000e+01 7.942559e-03 6.308424e-05 1.103006e+03 2.382576e+01
4.500000e+01 7.828761e-03 6.128951e-05 1.085738e+03 2.311284e+01
4.600000e+01 7.713369e-03 5.949606e-05 1.069166e+03 2.243083e+01
4.700000e+01 7.597694e-03 5.772495e-05 1.053355e+03 2.177794e+01
4.800000e+01 7.483028e-03 5.599571e-05 1.038409e+03 2.151585e+01
4.900000e+01 7.369705e-03 5.431255e-05 1.024478e+03 2.131958e+01
5.000000e+01 7.259155e-03 5.269533e-05 1.011696e+03 2.097935e+01
5.100000e+01 7.152363e-03 5.115630e-05 1.000171e+03 2.059309e+01
5.200000e+01 7.049887e-03 4.970091e-05 9.900419e+02 2.020506e+01
5.300000e+01 6.951007e-03 4.831650e-05 9.813851e+02 1.982941e+01
5.400000e+01 6.855434e-03 4.699698e-05 9.737647e+02 1.946733e+01
5.500000e+01 6.763956e-03 4.575110e-05 9.668563e+02 1.911785e+01
5.600000e+01 6.676918e-03 4.458123e-05 9.606111e+02 1.878053e+01
5.700000e+01 6.594451e-03 4.348678e-05 9.548429e+02 1.845474e+01
5.800000e+01 6.516482e-03 4.246454e-05 9.492771e+02 1.813987e+01
5.900000e+01 6.442722e-03 4.150866e-05 9.438465e+02 1.783529e+01
6.000000e+01 6.372344e-03 4.060677e-05 9.385372e+02 1.754045e+01
6.100000e+01 6.304904e-03 3.975182e-05 9.333467e+02 1.725497e+01
6.200000e+01 6.239344e-03 3.892942e-05 9.283317e+02 1.697873e+01
6.300000e+01 6.173524e-03 3.811240e-05 9.236255e+02 1.671081e+01
6.400000e+01 6.107536e-03 3.730199e-05 9.192691e+02 1.645045e+01
6.500000e+01 6.043064e-03 3.651862e-05 9.152631e+02 1.619758e+01
6.600000e+01 5.981304e-03 3.577600e-05 9.115744e+02 1.595213e+01
6.700000e+01 5.924425e-03 3.509882e-05 9.082189e+02 1.571393e+01
6.800000e+01 5.874162e-03 3.450578e-05 9.051881e+02 1.548270e+01
6.900000e+01 5.829482e-03 3.398286e-05 9.024220e+02 1.525816e+01
7.000000e+01 5.788046e-03 3.350148e-05 8.998768e+02 1.504002e+01
7.100000e+01 5.747417e-03 3.303280e-05 8.975263e+02 1.482801e+01
7.200000e+01 5.706970e-03 3.256950e-05 8.953245e+02 1.462188e+01
7.300000e+01 5.667795e-03 3.212390e-05 8.932220e+02 1.442139e+01
7.400000e+01 5.630383e-03 3.170121e-05 8.911481e+02 1.422631e+01
7.500000e+01 5.593466e-03 3.128687e-05 8.891282e+02 1.403642e+01
7.600000e+01 5.555724e-03 3.086607e-05 8.871484e+02 1.385153e+01
7.700000e+01 5.516558e-03 3.043241e-05 8.851414e+02 1.367142e+01
7.800000e+01 5.476317e-03 2.999005e-05 8.830465e+02 1.349593e+01
7.900000e+01 5.435935e-03 2.954939e-05 8.808052e+02 1.332487e+01
8.000000e+01 5.395451e-03 2.911089e-05 8.783714e+02 1.315808e+01
8.100000e+01 5.354161e-03 2.866704e-05 8.757223e+02 1.299541e+01
8.200000e+01 5.311922e-03 2.821652e-05 8.728526e+02 1.283669e+01
8.300000e+01 5.270660e-03 2.777985e-05 8.698457e+02 1.268180e+01
8.400000e+01 5.232442e-03 2.737845e-05 8.667223e+02 1.253059e+01
8.500000e+01 5.197416e-03 2.701313e-05 8.634672e+02 1.238293e+01
8.600000e+01 5.164924e-03 2.667644e-05 8.600914e+02 1.223870e+01
8.700000e+01 5.133294e-03 2.635071e-05 8.565720e+02 1.209777e+01
8.800000e+01 5.100512e-03 2.601522e-05 8.529131e+02 1.196005e+01
8.900000e+01 5.065356e-03 2.565783e-05 8.491524e+02 1.182542e+01
9.000000e+01 5.027209e-03 2.527283e-05 8.453377e+02 1.169378e+01
9.100000e+01 4.986143e-03 2.486162e-05 8.414806e+02 1.156502e+01
9.200000e+01 4.943067e-03 2.443391e-05 8.375924e+02 1.143906e+01
9.300000e+01 4.899934e-03 2.400936e-05 8.337607e+02 1.131581e+01
9.400000e+01 4.858072e-03 2.360086e-05 8.300170e+02 1.119517e+01
9.500000e+01 4.818647e-03 2.321936e-05 8.263587e+02 1.107708e+01
9.600000e+01 4.782244e-03 2.286986e-05 8.228038e+02 1.096144e+01
9.700000e+01 4.749033e-03 2.255332e-05 8.193142e+02 1.084821e+01
9.800000e+01 4.718387e-03 2.226318e-05 8.158990e+02 1.073732e+01
9.900000e+01 4.689645e-03 2.199277e-05 8.126469e+02 1.062866e+01
1.000000e+02 4.662741e-03 2.174116e-05 8.095485e+02 1.087089e+01
1.010000e+02 4.637692e-03 2.150818e-05 8.065688e+02 1.106921e+01
1.020000e+02 4.614645e-03 2.129494e-05 8.035547e+02 1.104196e+01
1.030000e+02 4.593609e-03 2.110124e-05 8.005097e+02 1.093632e+01
1.040000e+02 4.574245e-03 2.092372e-05 7.973582e+02 1.079251e+01
1.050000e+02 4.555900e-03 2.075623e-05 7.940543e+02 1.061742e+01
1.060000e+02 4.537917e-03 2.059269e-05 7.905869e+02 1.043408e+01
1.070000e+02 4.519870e-03 2.042922e-05 7.869368e+02 1.025059e+01
1.080000e+02 4.501558e-03 2.026402e-05 7.830932e+02 1.006957e+01
1.090000e+02 4.482490e-03 2.009272e-05 7.790590e+02 1.010712e+01
1.100000e+02 4.462849e-03 1.991702e-05 7.748647e+02 1.030652e+01
1.110000e+02 4.442915e-03 1.973949e-05 7.705517e+02 1.064986e+01
1.120000e+02 4.423256e-03 1.956519e-05 7.661936e+02 1.108787e+01
1.130000e+02 4.403951e-03 1.939478e-05 7.617971e+02 1.150845e+01
1.140000e+02 4.384598e-03 1.922470e-05 7.573364e+02 1.191705e+01
1.150000e+02 4.365080e-03 1.905392e-05 7.528130e+02 1.240572e+01
1.160000e+02 4.345165e-03 1.888046e-05 7.482436e+02 1.269281e+01
1.170000e+02 4.325100e-03 1.870649e-05 7.436327e+02 1.277801e+01
1.180000e+02 4.304925e-03 1.853238e-05 7.389641e+02 1.274449e+01
1.190000e+02 4.284452e-03 1.835653e-05 7.342537e+02 1.265972e+01
1.200000e+02 4.263802e-03 1.818001e-05 7.295301e+02 1.255926e+01
1.210000e+02 4.243118e-03 1.800405e-05 7.247662e+02 1.245618e+01
1.220000e+02 4.222635e-03 1.783065e-05 7.199859e+02 1.235394e+01
