           t           E1           E2           E3           E4
0.000000e+00 2.179456e-02 4.750029e-04 4.689389e+03 2.173861e+02
1.000000e+00 2.153194e-02 4.636245e-04 4.665028e+03 2.076318e+02
2.000000e+00 2.107927e-02 4.443357e-04 4.639918e+03 2.030280e+02
3.000000e+00 2.048129e-02 4.194831e-04 4.614444e+03 1.925621e+02
4.000000e+00 1.977874e-02 3.911985e-04 4.590203e+03 1.812186e+02
5.000000e+00 1.901558e-02 3.615924e-04 4.567575e+03 1.674133e+02
6.000000e+00 1.823953e-02 3.326805e-04 4.546949e+03 1.576173e+02
7.000000e+00 1.747426e-02 3.053497e-04 4.527984e+03 1.463191e+02
8.000000e+00 1.673325e-02 2.800015e-04 4.510142e+03 1.344809e+02
9.000000e+00 1.602604e-02 2.568341e-04 4.493279e+03 1.293436e+02
1.000000e+01 1.536096e-02 2.359590e-04 4.477813e+03 1.251726e+02
1.100000e+01 1.474237e-02 2.173373e-04 4.463631e+03 1.239396e+02
1.200000e+01 1.417294e-02 2.008723e-04 4.450066e+03 1.195333e+02
1.300000e+01 1.364932e-02 1.863039e-04 4.436450e+03 1.130183e+02
1.400000e+01 1.316373e-02 1.732837e-04 4.422589e+03 1.056847e+02
1.500000e+01 1.271455e-02 1.616598e-04 4.409338e+03 9.850064e+01
1.600000e+01 1.230336e-02 1.513727e-04 4.397191e+03 9.208939e+01
1.700000e+01 1.193289e-02 1.423938e-04 4.386712e+03 8.642314e+01
1.800000e+01 1.159815e-02 1.345170e-04 4.377056e+03 8.119403e+01
1.900000e+01 1.128958e-02 1.274547e-04 4.367593e+03 8.134412e+01
2.000000e+01 1.100086e-02 1.210189e-04 4.359435e+03 7.981238e+01
2.100000e+01 1.072950e-02 1.151222e-04 4.353207e+03 7.694833e+01
2.200000e+01 1.047304e-02 1.096846e-04 4.348510e+03 7.470639e+01
2.300000e+01 1.022832e-02 1.046186e-04 4.345109e+03 7.163666e+01
2.400000e+01 9.994073e-03 9.988149e-05 4.342458e+03 6.865679e+01
2.500000e+01 9.770205e-03 9.545691e-05 4.340229e+03 6.569105e+01
