           t           E1           E2           E3           E4
0.000000e+00 2.205329e-02 4.863477e-04 6.318344e+03 2.764420e+02
1.000000e+00 2.173991e-02 4.726236e-04 6.308431e+03 2.616075e+02
2.000000e+00 2.121518e-02 4.500840e-04 6.304898e+03 2.322525e+02
3.000000e+00 2.054145e-02 4.219514e-04 6.305520e+03 2.031410e+02
4.000000e+00 1.976790e-02 3.907699e-04 6.308158e+03 1.884803e+02
5.000000e+00 1.894428e-02 3.588856e-04 6.311655e+03 1.712093e+02
6.000000e+00 1.810928e-02 3.279460e-04 6.315637e+03 1.583967e+02
7.000000e+00 1.730394e-02 2.994263e-04 6.320508e+03 1.418211e+02
8.000000e+00 1.654415e-02 2.737091e-04 6.325640e+03 1.349279e+02
9.000000e+00 1.583505e-02 2.507489e-04 6.330423e+03 1.326344e+02
1.000000e+01 1.518139e-02 2.304747e-04 6.334543e+03 1.301972e+02
1.100000e+01 1.458466e-02 2.127123e-04 6.337771e+03 1.239405e+02
1.200000e+01 1.404688e-02 1.973149e-04 6.340566e+03 1.194618e+02
1.300000e+01 1.355867e-02 1.838376e-04 6.343318e+03 1.144527e+02
1.400000e+01 1.311121e-02 1.719038e-04 6.346454e+03 1.085628e+02
1.500000e+01 1.269780e-02 1.612341e-04 6.350452e+03 1.021803e+02
1.600000e+01 1.231212e-02 1.515882e-04 6.355956e+03 9.642862e+01
1.700000e+01 1.194905e-02 1.427797e-04 6.363141e+03 9.084371e+01
1.800000e+01 1.161007e-02 1.347936e-04 6.371986e+03 9.122015e+01
1.900000e+01 1.129502e-02 1.275775e-04 6.382739e+03 9.280308e+01
2.000000e+01 1.100099e-02 1.210218e-04 6.395335e+03 9.152490e+01
2.100000e+01 1.072804e-02 1.150909e-04 6.409125e+03 8.844284e+01
2.200000e+01 1.047485e-02 1.097225e-04 6.423543e+03 8.553480e+01
2.300000e+01 1.024189e-02 1.048963e-04 6.438085e+03 8.207602e+01
2.400000e+01 1.003260e-02 1.006531e-04 6.452785e+03 7.853600e+01
2.500000e+01 9.845508e-03 9.693402e-05 6.466884e+03 7.522936e+01
2.600000e+01 9.674744e-03 9.360066e-05 6.479617e+03 7.270394e+01
