           t           E1           E2           E3           E4
0.000000e+00 2.185845e-02 4.777919e-04 1.262959e+03 8.220688e+01
1.000000e+00 2.121184e-02 4.499422e-04 1.242495e+03 7.458923e+01
2.000000e+00 2.037654e-02 4.152034e-04 1.221924e+03 6.938773e+01
3.000000e+00 1.941443e-02 3.769202e-04 1.203022e+03 6.469010e+01
4.000000e+00 1.838697e-02 3.380808e-04 1.186179e+03 6.037029e+01
5.000000e+00 1.733132e-02 3.003745e-04 1.171749e+03 5.398234e+01
6.000000e+00 1.628952e-02 2.653485e-04 1.159412e+03 4.695843e+01
7.000000e+00 1.530329e-02 2.341906e-04 1.148066e+03 4.061583e+01
8.000000e+00 1.440423e-02 2.074818e-04 1.137587e+03 3.568910e+01
9.000000e+00 1.360585e-02 1.851193e-04 1.127629e+03 3.150811e+01
1.000000e+01 1.289683e-02 1.663282e-04 1.117688e+03 2.802544e+01
1.100000e+01 1.226532e-02 1.504380e-04 1.107773e+03 2.513317e+01
1.200000e+01 1.170212e-02 1.369397e-04 1.098107e+03 2.279692e+01
1.300000e+01 1.120015e-02 1.254434e-04 1.088781e+03 2.392339e+01
1.400000e+01 1.075572e-02 1.156855e-04 1.079505e+03 2.393914e+01
1.500000e+01 1.036136e-02 1.073578e-04 1.070298e+03 2.305480e+01
1.600000e+01 1.000955e-02 1.001910e-04 1.061005e+03 2.219805e+01
1.700000e+01 9.688912e-03 9.387502e-05 1.051474e+03 2.087610e+01
1.800000e+01 9.392143e-03 8.821235e-05 1.041872e+03 1.951715e+01
1.900000e+01 9.112587e-03 8.303925e-05 1.032191e+03 1.881900e+01
2.000000e+01 8.847485e-03 7.827799e-05 1.022403e+03 1.868674e+01
2.100000e+01 8.596530e-03 7.390032e-05 1.012472e+03 1.819047e+01
2.200000e+01 8.363429e-03 6.994695e-05 1.002481e+03 1.762693e+01
2.300000e+01 8.154030e-03 6.648820e-05 9.925019e+02 1.689139e+01
2.400000e+01 7.967790e-03 6.348568e-05 9.825782e+02 1.615359e+01
2.500000e+01 7.801503e-03 6.086346e-05 9.727378e+02 1.542748e+01
2.600000e+01 7.652878e-03 5.856654e-05 9.629938e+02 1.469096e+01
2.700000e+01 7.520466e-03 5.655741e-05 9.535703e+02 1.397549e+01
2.800000e+01 7.400725e-03 5.477074e-05 9.448053e+02 1.330268e+01
2.900000e+01 7.288219e-03 5.311814e-05 9.369367e+02 1.267434e+01
3.000000e+01 7.179338e-03 5.154290e-05 9.300952e+02 1.208732e+01
3.100000e+01 7.071777e-03 5.001003e-05 9.242224e+02 1.167686e+01
3.200000e+01 6.965683e-03 4.852074e-05 9.192437e+02 1.145780e+01
3.300000e+01 6.863559e-03 4.710844e-05 9.150230e+02 1.114795e+01
3.400000e+01 6.768555e-03 4.581334e-05 9.113277e+02 1.083620e+01
3.500000e+01 6.681513e-03 4.464261e-05 9.080174e+02 1.052749e+01
3.600000e+01 6.602063e-03 4.358724e-05 9.051166e+02 1.021898e+01
3.700000e+01 6.532695e-03 4.267610e-05 9.027952e+02 9.923011e+00
3.800000e+01 6.476393e-03 4.194366e-05 9.012888e+02 9.642134e+00
3.900000e+01 6.432932e-03 4.138261e-05 9.005433e+02 9.383695e+00
4.000000e+01 6.397810e-03 4.093197e-05 9.003179e+02 9.480374e+00
4.100000e+01 6.362952e-03 4.048716e-05 9.004722e+02 1.000754e+01
