           t           E1           E2           E3           E4
0.000000e+00 2.470174e-02 6.101759e-04 1.698905e+03 1.206092e+02
1.000000e+00 2.407317e-02 5.795175e-04 1.659889e+03 1.158362e+02
2.000000e+00 2.328448e-02 5.421670e-04 1.626864e+03 1.120845e+02
3.000000e+00 2.237940e-02 5.008376e-04 1.600063e+03 1.082852e+02
4.000000e+00 2.138463e-02 4.573022e-04 1.578884e+03 1.002185e+02
5.000000e+00 2.034425e-02 4.138883e-04 1.562695e+03 9.278477e+01
6.000000e+00 1.929104e-02 3.721441e-04 1.550503e+03 8.333111e+01
7.000000e+00 1.825254e-02 3.331553e-04 1.541633e+03 7.704242e+01
8.000000e+00 1.725381e-02 2.976939e-04 1.535898e+03 6.922914e+01
9.000000e+00 1.631444e-02 2.661610e-04 1.533364e+03 6.263386e+01
1.000000e+01 1.544468e-02 2.385381e-04 1.533901e+03 5.592550e+01
1.100000e+01 1.465624e-02 2.148054e-04 1.537255e+03 4.988392e+01
1.200000e+01 1.394133e-02 1.943607e-04 1.542947e+03 4.542749e+01
1.300000e+01 1.329028e-02 1.766315e-04 1.550151e+03 4.115607e+01
1.400000e+01 1.270385e-02 1.613878e-04 1.558388e+03 3.731644e+01
1.500000e+01 1.217433e-02 1.482144e-04 1.567427e+03 3.393470e+01
1.600000e+01 1.169226e-02 1.367089e-04 1.576940e+03 3.133219e+01
1.700000e+01 1.125251e-02 1.266190e-04 1.586285e+03 2.941736e+01
1.800000e+01 1.084506e-02 1.176152e-04 1.594974e+03 2.765823e+01
1.900000e+01 1.046256e-02 1.094652e-04 1.602782e+03 2.606899e+01
2.000000e+01 1.010268e-02 1.020642e-04 1.609581e+03 2.463443e+01
2.100000e+01 9.765524e-03 9.536545e-05 1.615404e+03 2.333474e+01
2.200000e+01 9.456547e-03 8.942629e-05 1.620261e+03 2.215233e+01
2.300000e+01 9.181997e-03 8.430906e-05 1.624214e+03 2.107271e+01
2.400000e+01 8.940959e-03 7.994074e-05 1.627293e+03 2.008240e+01
2.500000e+01 8.726235e-03 7.614718e-05 1.629457e+03 1.917015e+01
2.600000e+01 8.533560e-03 7.282165e-05 1.630729e+03 1.832710e+01
2.700000e+01 8.360379e-03 6.989593e-05 1.631063e+03 1.754565e+01
2.800000e+01 8.205190e-03 6.732515e-05 1.630471e+03 1.681934e+01
2.900000e+01 8.066058e-03 6.506130e-05 1.628986e+03 1.614252e+01
3.000000e+01 7.939563e-03 6.303667e-05 1.626471e+03 1.551034e+01
3.100000e+01 7.824015e-03 6.121521e-05 1.622756e+03 1.562593e+01
3.200000e+01 7.719854e-03 5.959615e-05 1.617805e+03 1.634021e+01
3.300000e+01 7.626693e-03 5.816645e-05 1.611627e+03 1.698796e+01
3.400000e+01 7.545455e-03 5.693389e-05 1.604324e+03 1.758467e+01
3.500000e+01 7.475420e-03 5.588191e-05 1.596093e+03 1.782887e+01
3.600000e+01 7.413298e-03 5.495699e-05 1.587022e+03 1.773806e+01
3.700000e+01 7.356559e-03 5.411897e-05 1.577172e+03 1.742926e+01
3.800000e+01 7.302548e-03 5.332721e-05 1.566625e+03 1.702036e+01
3.900000e+01 7.249395e-03 5.255373e-05 1.555494e+03 1.662391e+01
4.000000e+01 7.196102e-03 5.178389e-05 1.544000e+03 1.621192e+01
4.100000e+01 7.141686e-03 5.100367e-05 1.532340e+03 1.648848e+01
4.200000e+01 7.086143e-03 5.021342e-05 1.520677e+03 1.685212e+01
4.300000e+01 7.030868e-03 4.943311e-05 1.509181e+03 1.760297e+01
4.400000e+01 6.976683e-03 4.867411e-05 1.497798e+03 1.829533e+01
4.500000e+01 6.923302e-03 4.793211e-05 1.486577e+03 1.874257e+01
4.600000e+01 6.870950e-03 4.720996e-05 1.475636e+03 1.903056e+01
4.700000e+01 6.820505e-03 4.651929e-05 1.464915e+03 1.910241e+01
4.800000e+01 6.771785e-03 4.585707e-05 1.454427e+03 1.902350e+01
4.900000e+01 6.723529e-03 4.520584e-05 1.444218e+03 1.886319e+01
5.000000e+01 6.674673e-03 4.455126e-05 1.434330e+03 1.881374e+01
5.100000e+01 6.625162e-03 4.389277e-05 1.424806e+03 1.860768e+01
5.200000e+01 6.575378e-03 4.323559e-05 1.415579e+03 1.835396e+01
5.300000e+01 6.524125e-03 4.256421e-05 1.406574e+03 1.801268e+01
5.400000e+01 6.473231e-03 4.190272e-05 1.397860e+03 1.762042e+01
5.500000e+01 6.422023e-03 4.124238e-05 1.389272e+03 1.721323e+01
5.600000e+01 6.371979e-03 4.060212e-05 1.381072e+03 1.681022e+01
5.700000e+01 6.322084e-03 3.996875e-05 1.373400e+03 1.641749e+01
5.800000e+01 6.271734e-03 3.933464e-05 1.366273e+03 1.603681e+01
5.900000e+01 6.221261e-03 3.870409e-05 1.359591e+03 1.566856e+01
6.000000e+01 6.171576e-03 3.808835e-05 1.353246e+03 1.531239e+01
6.100000e+01 6.124369e-03 3.750789e-05 1.347147e+03 1.496766e+01
6.200000e+01 6.081450e-03 3.698403e-05 1.341251e+03 1.463391e+01
6.300000e+01 6.043299e-03 3.652147e-05 1.335451e+03 1.431069e+01
6.400000e+01 6.007055e-03 3.608470e-05 1.329614e+03 1.399753e+01
6.500000e+01 5.970529e-03 3.564721e-05 1.323676e+03 1.369398e+01
6.600000e+01 5.932787e-03 3.519797e-05 1.317583e+03 1.339961e+01
6.700000e+01 5.893612e-03 3.473466e-05 1.311246e+03 1.311408e+01
6.800000e+01 5.853189e-03 3.425982e-05 1.304673e+03 1.283712e+01
6.900000e+01 5.811263e-03 3.377078e-05 1.297887e+03 1.256863e+01
7.000000e+01 5.767103e-03 3.325948e-05 1.290905e+03 1.230857e+01
7.100000e+01 5.719740e-03 3.271542e-05 1.283642e+03 1.205749e+01
7.200000e+01 5.669443e-03 3.214258e-05 1.276016e+03 1.181331e+01
7.300000e+01 5.616870e-03 3.154923e-05 1.267985e+03 1.157556e+01
7.400000e+01 5.562745e-03 3.094413e-05 1.259413e+03 1.134398e+01
7.500000e+01 5.507856e-03 3.033648e-05 1.250285e+03 1.111810e+01
7.600000e+01 5.452611e-03 2.973097e-05 1.240563e+03 1.089776e+01
7.700000e+01 5.398853e-03 2.914761e-05 1.230300e+03 1.068289e+01
7.800000e+01 5.346615e-03 2.858629e-05 1.219374e+03 1.047334e+01
7.900000e+01 5.295272e-03 2.803991e-05 1.207754e+03 1.026899e+01
8.000000e+01 5.244744e-03 2.750734e-05 1.195607e+03 1.006970e+01
8.100000e+01 5.194576e-03 2.698362e-05 1.182972e+03 9.875305e+00
8.200000e+01 5.144589e-03 2.646680e-05 1.170002e+03 9.685654e+00
8.300000e+01 5.095063e-03 2.595967e-05 1.156801e+03 9.500592e+00
8.400000e+01 5.046278e-03 2.546492e-05 1.143395e+03 9.319913e+00
8.500000e+01 4.998497e-03 2.498497e-05 1.129856e+03 9.143488e+00
8.600000e+01 4.950957e-03 2.451198e-05 1.116206e+03 8.971150e+00
8.700000e+01 4.903785e-03 2.404711e-05 1.102488e+03 8.802766e+00
8.800000e+01 4.857316e-03 2.359352e-05 1.088739e+03 8.638186e+00
8.900000e+01 4.812218e-03 2.315744e-05 1.075052e+03 8.477282e+00
9.000000e+01 4.767844e-03 2.273234e-05 1.061416e+03 8.319943e+00
9.100000e+01 4.723064e-03 2.230733e-05 1.047847e+03 8.166055e+00
9.200000e+01 4.677957e-03 2.188328e-05 1.034374e+03 8.015505e+00
9.300000e+01 4.632159e-03 2.145690e-05 1.020950e+03 7.868186e+00
9.400000e+01 4.585252e-03 2.102454e-05 1.007576e+03 7.723996e+00
9.500000e+01 4.537214e-03 2.058632e-05 9.943247e+02 7.582836e+00
9.600000e+01 4.488524e-03 2.014685e-05 9.812127e+02 7.444612e+00
9.700000e+01 4.439977e-03 1.971340e-05 9.682257e+02 7.309233e+00
9.800000e+01 4.392784e-03 1.929655e-05 9.553668e+02 7.176611e+00
9.900000e+01 4.348897e-03 1.891290e-05 9.426381e+02 7.046664e+00
1.000000e+02 4.310837e-03 1.858331e-05 9.300817e+02 6.919312e+00
1.010000e+02 4.279092e-03 1.831063e-05 9.176080e+02 6.794476e+00
1.020000e+02 4.251945e-03 1.807904e-05 9.050921e+02 6.672085e+00
1.030000e+02 4.227864e-03 1.787483e-05 8.925429e+02 6.552066e+00
1.040000e+02 4.206063e-03 1.769096e-05 8.799728e+02 6.434351e+00
1.050000e+02 4.185367e-03 1.751730e-05 8.674095e+02 6.323627e+00
1.060000e+02 4.164622e-03 1.734408e-05 8.548309e+02 6.342296e+00
1.070000e+02 4.143274e-03 1.716672e-05 8.421611e+02 6.341916e+00
1.080000e+02 4.120714e-03 1.698028e-05 8.295077e+02 6.300942e+00
1.090000e+02 4.097228e-03 1.678728e-05 8.169227e+02 6.195055e+00
1.100000e+02 4.073500e-03 1.659340e-05 8.044583e+02 6.015430e+00
1.110000e+02 4.050750e-03 1.640858e-05 7.921668e+02 6.033765e+00
1.120000e+02 4.029729e-03 1.623872e-05 7.800835e+02 6.066061e+00
1.130000e+02 4.010989e-03 1.608803e-05 7.681602e+02 6.097743e+00
1.140000e+02 3.994509e-03 1.595610e-05 7.563019e+02 6.128681e+00
1.150000e+02 3.979695e-03 1.583797e-05 7.445034e+02 6.158278e+00
1.160000e+02 3.966202e-03 1.573076e-05 7.327839e+02 6.184426e+00
1.170000e+02 3.953679e-03 1.563158e-05 7.211598e+02 6.201769e+00
1.180000e+02 3.941547e-03 1.553579e-05 7.096360e+02 6.196225e+00
1.190000e+02 3.929007e-03 1.543709e-05 6.983065e+02 6.139632e+00
1.200000e+02 3.915330e-03 1.532981e-05 6.872511e+02 6.051729e+00
1.210000e+02 3.900038e-03 1.521030e-05 6.765154e+02 5.903290e+00
1.220000e+02 3.882766e-03 1.507587e-05 6.659568e+02 5.652032e+00
1.230000e+02 3.863597e-03 1.492738e-05 6.555114e+02 5.648316e+00
1.240000e+02 3.842612e-03 1.476567e-05 6.452124e+02 5.663386e+00
1.250000e+02 3.819914e-03 1.459174e-05 6.349803e+02 5.678226e+00
1.260000e+02 3.796159e-03 1.441082e-05 6.247782e+02 5.692861e+00
1.270000e+02 3.771720e-03 1.422587e-05 6.146382e+02 5.707296e+00
1.280000e+02 3.746874e-03 1.403906e-05 6.045755e+02 5.722066e+00
1.290000e+02 3.722394e-03 1.385622e-05 5.945721e+02 5.740377e+00
1.300000e+02 3.698829e-03 1.368134e-05 5.847399e+02 5.756268e+00
