           t           E1           E2           E3           E4
0.000000e+00 2.218376e-02 4.921193e-04 1.627516e+03 1.242544e+02
1.000000e+00 2.160078e-02 4.665936e-04 1.598164e+03 1.175811e+02
2.000000e+00 2.087111e-02 4.356032e-04 1.569217e+03 1.152317e+02
3.000000e+00 2.003044e-02 4.012187e-04 1.539982e+03 1.054374e+02
4.000000e+00 1.911429e-02 3.653562e-04 1.509842e+03 9.752547e+01
5.000000e+00 1.816781e-02 3.300691e-04 1.478536e+03 8.726447e+01
6.000000e+00 1.724206e-02 2.972886e-04 1.445869e+03 7.653191e+01
7.000000e+00 1.636751e-02 2.678953e-04 1.412278e+03 6.784196e+01
8.000000e+00 1.555261e-02 2.418838e-04 1.378356e+03 5.943952e+01
9.000000e+00 1.480662e-02 2.192361e-04 1.344213e+03 5.726434e+01
1.000000e+01 1.413005e-02 1.996582e-04 1.310097e+03 5.660348e+01
1.100000e+01 1.351019e-02 1.825252e-04 1.276297e+03 5.513562e+01
1.200000e+01 1.293882e-02 1.674131e-04 1.242585e+03 5.226835e+01
1.300000e+01 1.241918e-02 1.542359e-04 1.208810e+03 4.931966e+01
1.400000e+01 1.195486e-02 1.429186e-04 1.175140e+03 4.595752e+01
1.500000e+01 1.154442e-02 1.332736e-04 1.141775e+03 4.254971e+01
1.600000e+01 1.117891e-02 1.249681e-04 1.108837e+03 3.937984e+01
1.700000e+01 1.084555e-02 1.176260e-04 1.076558e+03 3.655081e+01
1.800000e+01 1.053539e-02 1.109945e-04 1.045672e+03 3.400864e+01
1.900000e+01 1.024516e-02 1.049634e-04 1.016445e+03 3.171551e+01
2.000000e+01 9.977994e-03 9.956037e-05 9.887160e+02 3.064780e+01
2.100000e+01 9.735508e-03 9.478012e-05 9.623604e+02 3.051467e+01
2.200000e+01 9.510415e-03 9.044799e-05 9.373441e+02 2.996143e+01
2.300000e+01 9.296391e-03 8.642289e-05 9.135740e+02 2.928427e+01
2.400000e+01 9.094186e-03 8.270421e-05 8.908493e+02 2.855036e+01
2.500000e+01 8.909296e-03 7.937556e-05 8.687283e+02 2.763879e+01
2.600000e+01 8.747180e-03 7.651315e-05 8.468622e+02 2.678468e+01
2.700000e+01 8.606629e-03 7.407407e-05 8.249904e+02 2.585374e+01
2.800000e+01 8.480557e-03 7.191984e-05 8.029512e+02 2.494384e+01
2.900000e+01 8.362313e-03 6.992828e-05 7.807157e+02 2.408590e+01
3.000000e+01 8.246029e-03 6.799699e-05 7.583373e+02 2.328252e+01
3.100000e+01 8.127530e-03 6.605675e-05 7.359162e+02 2.376586e+01
3.200000e+01 8.004763e-03 6.407623e-05 7.135809e+02 2.485463e+01
3.300000e+01 7.877830e-03 6.206021e-05 6.915623e+02 2.589808e+01
3.400000e+01 7.750523e-03 6.007061e-05 6.700584e+02 2.716790e+01
3.500000e+01 7.629815e-03 5.821408e-05 6.490545e+02 2.799623e+01
3.600000e+01 7.519218e-03 5.653864e-05 6.285737e+02 2.877969e+01
3.700000e+01 7.416171e-03 5.499959e-05 6.086463e+02 2.903270e+01
3.800000e+01 7.316215e-03 5.352700e-05 5.892956e+02 2.877874e+01
3.900000e+01 7.215067e-03 5.205719e-05 5.705328e+02 2.817268e+01
4.000000e+01 7.109212e-03 5.054089e-05 5.523505e+02 2.738230e+01
4.100000e+01 6.996594e-03 4.895233e-05 5.347467e+02 2.652925e+01
4.200000e+01 6.876846e-03 4.729101e-05 5.177183e+02 2.568338e+01
4.300000e+01 6.750947e-03 4.557528e-05 5.012738e+02 2.486903e+01
4.400000e+01 6.620716e-03 4.383388e-05 4.854246e+02 2.408065e+01
4.500000e+01 6.487348e-03 4.208568e-05 4.701813e+02 2.332463e+01
4.600000e+01 6.351120e-03 4.033672e-05 4.555736e+02 2.260081e+01
4.700000e+01 6.212329e-03 3.859303e-05 4.416214e+02 2.190756e+01
4.800000e+01 6.072696e-03 3.687763e-05 4.283628e+02 2.124303e+01
4.900000e+01 5.934722e-03 3.522093e-05 4.158339e+02 2.060550e+01
5.000000e+01 5.800366e-03 3.364424e-05 4.040507e+02 1.999337e+01
5.100000e+01 5.670613e-03 3.215586e-05 3.930196e+02 1.940536e+01
5.200000e+01 5.546657e-03 3.076540e-05 3.827125e+02 1.884138e+01
5.300000e+01 5.430027e-03 2.948519e-05 3.731296e+02 1.829872e+01
5.400000e+01 5.322738e-03 2.833154e-05 3.642995e+02 1.777638e+01
5.500000e+01 5.226006e-03 2.731113e-05 3.562741e+02 1.727290e+01
5.600000e+01 5.140497e-03 2.642471e-05 3.490645e+02 1.678717e+01
5.700000e+01 5.066779e-03 2.567225e-05 3.426462e+02 1.631840e+01
5.800000e+01 5.004557e-03 2.504560e-05 3.369603e+02 1.586576e+01
5.900000e+01 4.951466e-03 2.451702e-05 3.319512e+02 1.542842e+01
6.000000e+01 4.904385e-03 2.405299e-05 3.275690e+02 1.500563e+01
6.100000e+01 4.861179e-03 2.363106e-05 3.237119e+02 1.459658e+01
6.200000e+01 4.820147e-03 2.323382e-05 3.203303e+02 1.420055e+01
6.300000e+01 4.780864e-03 2.285666e-05 3.173697e+02 1.381694e+01
6.400000e+01 4.743445e-03 2.250027e-05 3.147712e+02 1.344522e+01
6.500000e+01 4.707448e-03 2.216007e-05 3.124637e+02 1.308488e+01
6.600000e+01 4.672409e-03 2.183140e-05 3.103847e+02 1.273543e+01
6.700000e+01 4.638263e-03 2.151348e-05 3.085031e+02 1.239637e+01
6.800000e+01 4.605454e-03 2.121021e-05 3.067942e+02 1.206725e+01
6.900000e+01 4.575301e-03 2.093338e-05 3.052812e+02 1.174763e+01
7.000000e+01 4.548916e-03 2.069264e-05 3.039731e+02 1.143712e+01
7.100000e+01 4.526767e-03 2.049162e-05 3.028670e+02 1.113532e+01
7.200000e+01 4.508856e-03 2.032978e-05 3.019196e+02 1.084188e+01
7.300000e+01 4.494354e-03 2.019922e-05 3.010865e+02 1.055645e+01
7.400000e+01 4.481927e-03 2.008767e-05 3.003631e+02 1.027872e+01
7.500000e+01 4.469175e-03 1.997353e-05 2.997291e+02 1.000836e+01
7.600000e+01 4.453785e-03 1.983620e-05 2.991414e+02 9.971879e+00
7.700000e+01 4.434534e-03 1.966509e-05 2.985738e+02 9.971879e+00
7.800000e+01 4.411380e-03 1.946027e-05 2.979499e+02 9.971879e+00
7.900000e+01 4.384450e-03 1.922340e-05 2.972168e+02 1.000951e+01
8.000000e+01 4.354873e-03 1.896492e-05 2.964141e+02 1.002904e+01
8.100000e+01 4.323199e-03 1.869005e-05 2.955117e+02 1.003496e+01
8.200000e+01 4.289862e-03 1.840292e-05 2.944738e+02 9.981397e+00
8.300000e+01 4.255549e-03 1.810970e-05 2.933119e+02 9.971016e+00
8.400000e+01 4.220916e-03 1.781613e-05 2.919922e+02 9.966838e+00
8.500000e+01 4.187163e-03 1.753234e-05 2.904621e+02 9.948536e+00
8.600000e+01 4.155801e-03 1.727068e-05 2.886981e+02 9.885824e+00
8.700000e+01 4.127725e-03 1.703812e-05 2.867363e+02 9.775469e+00
8.800000e+01 4.102767e-03 1.683270e-05 2.845967e+02 9.573525e+00
8.900000e+01 4.080119e-03 1.664737e-05 2.822802e+02 9.199642e+00
9.000000e+01 4.058975e-03 1.647528e-05 2.798326e+02 8.882650e+00
9.100000e+01 4.039324e-03 1.631613e-05 2.772576e+02 8.849898e+00
9.200000e+01 4.021409e-03 1.617173e-05 2.745626e+02 9.501754e+00
9.300000e+01 4.005053e-03 1.604045e-05 2.717968e+02 1.005687e+01
9.400000e+01 3.989474e-03 1.591590e-05 2.689971e+02 1.039891e+01
9.500000e+01 3.972800e-03 1.578314e-05 2.661798e+02 1.070452e+01
