           t           E1           E2           E3           E4
0.000000e+00 2.218727e-02 4.922749e-04 1.718330e+03 7.259537e+01
1.000000e+00 2.165543e-02 4.689579e-04 1.702799e+03 6.827825e+01
2.000000e+00 2.096542e-02 4.395488e-04 1.684899e+03 6.594412e+01
3.000000e+00 2.012669e-02 4.050835e-04 1.666439e+03 6.013081e+01
4.000000e+00 1.918364e-02 3.680119e-04 1.647790e+03 5.565612e+01
5.000000e+00 1.819761e-02 3.311528e-04 1.628338e+03 5.010911e+01
6.000000e+00 1.724742e-02 2.974734e-04 1.607316e+03 4.566168e+01
7.000000e+00 1.636389e-02 2.677770e-04 1.584936e+03 4.083917e+01
8.000000e+00 1.555428e-02 2.419355e-04 1.561355e+03 3.616495e+01
9.000000e+00 1.480900e-02 2.193066e-04 1.536867e+03 3.283689e+01
1.000000e+01 1.411570e-02 1.992531e-04 1.511727e+03 3.038572e+01
1.100000e+01 1.347197e-02 1.814940e-04 1.486145e+03 2.804482e+01
1.200000e+01 1.289427e-02 1.662622e-04 1.461264e+03 2.632034e+01
1.300000e+01 1.238786e-02 1.534590e-04 1.437589e+03 2.514988e+01
1.400000e+01 1.194606e-02 1.427083e-04 1.414887e+03 2.462320e+01
1.500000e+01 1.155984e-02 1.336300e-04 1.393070e+03 2.460323e+01
1.600000e+01 1.121878e-02 1.258610e-04 1.372258e+03 2.472037e+01
1.700000e+01 1.091116e-02 1.190535e-04 1.352567e+03 2.411247e+01
1.800000e+01 1.062738e-02 1.129412e-04 1.333877e+03 2.343039e+01
1.900000e+01 1.036157e-02 1.073622e-04 1.316221e+03 2.232163e+01
2.000000e+01 1.011656e-02 1.023448e-04 1.299121e+03 2.099334e+01
2.100000e+01 9.895962e-03 9.793006e-05 1.282411e+03 1.964444e+01
2.200000e+01 9.696562e-03 9.402331e-05 1.265938e+03 1.862074e+01
2.300000e+01 9.513906e-03 9.051442e-05 1.249530e+03 1.900736e+01
2.400000e+01 9.346901e-03 8.736457e-05 1.233328e+03 1.958022e+01
