           t           E1           E2           E3           E4
0.000000e+00 2.279875e-02 5.197830e-04 1.517931e+03 1.150026e+02
1.000000e+00 2.222535e-02 4.939664e-04 1.485684e+03 1.135604e+02
2.000000e+00 2.153095e-02 4.635818e-04 1.453086e+03 1.121832e+02
3.000000e+00 2.074209e-02 4.302342e-04 1.420640e+03 1.066875e+02
4.000000e+00 1.988913e-02 3.955774e-04 1.388031e+03 9.840079e+01
5.000000e+00 1.899851e-02 3.609435e-04 1.355399e+03 9.361594e+01
6.000000e+00 1.810448e-02 3.277722e-04 1.322827e+03 8.783567e+01
7.000000e+00 1.724321e-02 2.973284e-04 1.289429e+03 8.204824e+01
8.000000e+00 1.642777e-02 2.698716e-04 1.254852e+03 7.511397e+01
9.000000e+00 1.565649e-02 2.451257e-04 1.219473e+03 6.931727e+01
1.000000e+01 1.492593e-02 2.227833e-04 1.183893e+03 6.352693e+01
1.100000e+01 1.423559e-02 2.026520e-04 1.148705e+03 5.892095e+01
1.200000e+01 1.358696e-02 1.846056e-04 1.114350e+03 5.420701e+01
1.300000e+01 1.297793e-02 1.684266e-04 1.081190e+03 4.986509e+01
1.400000e+01 1.240660e-02 1.539238e-04 1.049553e+03 4.602982e+01
1.500000e+01 1.187425e-02 1.409979e-04 1.019767e+03 4.267717e+01
1.600000e+01 1.138336e-02 1.295808e-04 9.920179e+02 3.974304e+01
1.700000e+01 1.093367e-02 1.195452e-04 9.663816e+02 3.717010e+01
1.800000e+01 1.052256e-02 1.107243e-04 9.428550e+02 3.490453e+01
1.900000e+01 1.014954e-02 1.030131e-04 9.214640e+02 3.289520e+01
2.000000e+01 9.816153e-03 9.635687e-05 9.020430e+02 3.109242e+01
2.100000e+01 9.518426e-03 9.060044e-05 8.845042e+02 2.945294e+01
2.200000e+01 9.246399e-03 8.549590e-05 8.692395e+02 2.794172e+01
2.300000e+01 8.989268e-03 8.080694e-05 8.564520e+02 2.654106e+01
2.400000e+01 8.745816e-03 7.648930e-05 8.461506e+02 2.524358e+01
2.500000e+01 8.519622e-03 7.258396e-05 8.383087e+02 2.404271e+01
2.600000e+01 8.309226e-03 6.904324e-05 8.327797e+02 2.293078e+01
2.700000e+01 8.112376e-03 6.581064e-05 8.293741e+02 2.189922e+01
2.800000e+01 7.929023e-03 6.286940e-05 8.278796e+02 2.093967e+01
2.900000e+01 7.757961e-03 6.018596e-05 8.281470e+02 2.004472e+01
3.000000e+01 7.598590e-03 5.773858e-05 8.299781e+02 1.920811e+01
3.100000e+01 7.452329e-03 5.553721e-05 8.331839e+02 1.842471e+01
3.200000e+01 7.322728e-03 5.362235e-05 8.374447e+02 1.781328e+01
3.300000e+01 7.210589e-03 5.199259e-05 8.424828e+02 1.771166e+01
3.400000e+01 7.112548e-03 5.058833e-05 8.480882e+02 1.760629e+01
3.500000e+01 7.025413e-03 4.935642e-05 8.539424e+02 1.738310e+01
3.600000e+01 6.946444e-03 4.825308e-05 8.598469e+02 1.731718e+01
3.700000e+01 6.873542e-03 4.724558e-05 8.656898e+02 1.702599e+01
3.800000e+01 6.805541e-03 4.631538e-05 8.713734e+02 1.660428e+01
3.900000e+01 6.741171e-03 4.544339e-05 8.768673e+02 1.613561e+01
4.000000e+01 6.677696e-03 4.459162e-05 8.821335e+02 1.566603e+01
4.100000e+01 6.612576e-03 4.372616e-05 8.871161e+02 1.521271e+01
4.200000e+01 6.545429e-03 4.284265e-05 8.916805e+02 1.477947e+01
4.300000e+01 6.477427e-03 4.195707e-05 8.958320e+02 1.436606e+01
4.400000e+01 6.410997e-03 4.110088e-05 8.996083e+02 1.397132e+01
4.500000e+01 6.347257e-03 4.028768e-05 9.029639e+02 1.437682e+01
4.600000e+01 6.285058e-03 3.950196e-05 9.058069e+02 1.496812e+01
4.700000e+01 6.222940e-03 3.872499e-05 9.081413e+02 1.550839e+01
4.800000e+01 6.161120e-03 3.795940e-05 9.100819e+02 1.582735e+01
4.900000e+01 6.099397e-03 3.720264e-05 9.116403e+02 1.592486e+01
5.000000e+01 6.036910e-03 3.644429e-05 9.127884e+02 1.579874e+01
5.100000e+01 5.973620e-03 3.568413e-05 9.135509e+02 1.561661e+01
5.200000e+01 5.910141e-03 3.492976e-05 9.140047e+02 1.530331e+01
5.300000e+01 5.847234e-03 3.419014e-05 9.141970e+02 1.494892e+01
5.400000e+01 5.785870e-03 3.347629e-05 9.141543e+02 1.459232e+01
5.500000e+01 5.727022e-03 3.279878e-05 9.138961e+02 1.424526e+01
5.600000e+01 5.671082e-03 3.216117e-05 9.134683e+02 1.390997e+01
5.700000e+01 5.618107e-03 3.156312e-05 9.129070e+02 1.358632e+01
5.800000e+01 5.567963e-03 3.100222e-05 9.123474e+02 1.327379e+01
5.900000e+01 5.519889e-03 3.046918e-05 9.119039e+02 1.297181e+01
6.000000e+01 5.473076e-03 2.995457e-05 9.115640e+02 1.267987e+01
6.100000e+01 5.427002e-03 2.945235e-05 9.112749e+02 1.239750e+01
6.200000e+01 5.381018e-03 2.895535e-05 9.109872e+02 1.212432e+01
6.300000e+01 5.334869e-03 2.846083e-05 9.106552e+02 1.186007e+01
6.400000e+01 5.288488e-03 2.796811e-05 9.101896e+02 1.160461e+01
6.500000e+01 5.242577e-03 2.748462e-05 9.095934e+02 1.135758e+01
6.600000e+01 5.197084e-03 2.700968e-05 9.090434e+02 1.111820e+01
6.700000e+01 5.151883e-03 2.654190e-05 9.088490e+02 1.088548e+01
